dme:Dmel_CG10000	ncbi-geneid:43394
dme:Dmel_CG10759	ncbi-geneid:31750
dme:Dmel_CG1076	ncbi-geneid:40748
dme:Dmel_CG10761	ncbi-geneid:31749
dme:Dmel_CG10763	ncbi-geneid:31744
dme:Dmel_CG10764	ncbi-geneid:36962
dme:Dmel_CG1077	ncbi-geneid:40751
dme:Dmel_CG10772	ncbi-geneid:47220
dme:Dmel_CG10776	ncbi-geneid:44096
dme:Dmel_CG10777	ncbi-geneid:31707
dme:Dmel_CG10778	ncbi-geneid:31708
dme:Dmel_CG1078	ncbi-geneid:40569
dme:Dmel_CG10781	ncbi-geneid:31300
dme:Dmel_CG10788	ncbi-geneid:31299
dme:Dmel_CG10789	ncbi-geneid:31301
dme:Dmel_CG1079	ncbi-geneid:38452
dme:Dmel_CG10790	ncbi-geneid:31303
dme:Dmel_CG10793	ncbi-geneid:31308
dme:Dmel_CG10794	ncbi-geneid:37184
dme:Dmel_CG10795	ncbi-geneid:37443
dme:Dmel_CG10798	ncbi-geneid:31310
dme:Dmel_CG10799	ncbi-geneid:36472
dme:Dmel_CG10800	ncbi-geneid:33959
dme:Dmel_CG10801	ncbi-geneid:31314
dme:Dmel_CG10802	ncbi-geneid:31318
dme:Dmel_CG10803	ncbi-geneid:31320
dme:Dmel_CG10804	ncbi-geneid:31317
dme:Dmel_CG10805	ncbi-geneid:33960
dme:Dmel_CG10806	ncbi-geneid:33961
dme:Dmel_CG10808	ncbi-geneid:36533
dme:Dmel_CG10809	ncbi-geneid:39159
dme:Dmel_CG1081	ncbi-geneid:117332
dme:Dmel_CG10810	ncbi-geneid:38419
dme:Dmel_CG10811	ncbi-geneid:43839
dme:Dmel_CG10812	ncbi-geneid:38409
dme:Dmel_CG10814	ncbi-geneid:36481
dme:Dmel_CG10816	ncbi-geneid:36635
dme:Dmel_CG1082	ncbi-geneid:40906
dme:Dmel_CG10822	ncbi-geneid:37274
dme:Dmel_CG10823	ncbi-geneid:42530
dme:Dmel_CG10824	ncbi-geneid:42512
dme:Dmel_CG10825	ncbi-geneid:42507
dme:Dmel_CG10827	ncbi-geneid:42482
dme:Dmel_CG10830	ncbi-geneid:42475
dme:Dmel_CG10833	ncbi-geneid:33749
dme:Dmel_CG10834	ncbi-geneid:35438
dme:Dmel_CG10837	ncbi-geneid:3355041
dme:Dmel_CG10838	ncbi-geneid:33412
dme:Dmel_CG10839	ncbi-geneid:34944
dme:Dmel_CG1084	ncbi-geneid:40553
dme:Dmel_CG10840	ncbi-geneid:44261
dme:Dmel_CG10841	ncbi-geneid:41665
dme:Dmel_CG10842	ncbi-geneid:45524
dme:Dmel_CG10843	ncbi-geneid:35948
dme:Dmel_CG10844	ncbi-geneid:49090
dme:Dmel_CG10845	ncbi-geneid:42978
dme:Dmel_CG10846	ncbi-geneid:34873
dme:Dmel_CG10847	ncbi-geneid:44543
dme:Dmel_CG10849	ncbi-geneid:38457
dme:Dmel_CG10850	ncbi-geneid:45574
dme:Dmel_CG10851	ncbi-geneid:41670
dme:Dmel_CG10852	ncbi-geneid:38448
dme:Dmel_CG10853	ncbi-geneid:38465
dme:Dmel_CG10855	ncbi-geneid:38443
dme:Dmel_CG10858	ncbi-geneid:38440
dme:Dmel_CG10859	ncbi-geneid:34756
dme:Dmel_CG10861	ncbi-geneid:39383
dme:Dmel_CG10862	ncbi-geneid:38437
dme:Dmel_CG10863	ncbi-geneid:38463
dme:Dmel_CG10864	ncbi-geneid:42222
dme:Dmel_CG10866	ncbi-geneid:38461
dme:Dmel_CG10868	ncbi-geneid:42752
dme:Dmel_CG10869	ncbi-geneid:33337
dme:Dmel_CG10874	ncbi-geneid:33394
dme:Dmel_CG10877	ncbi-geneid:42432
dme:Dmel_CG1088	ncbi-geneid:40679
dme:Dmel_CG10880	ncbi-geneid:33398
dme:Dmel_CG10881	ncbi-geneid:42422
dme:Dmel_CG10882	ncbi-geneid:33409
dme:Dmel_CG10887	ncbi-geneid:42399
dme:Dmel_CG10888	ncbi-geneid:42398
dme:Dmel_CG10889	ncbi-geneid:42394
dme:Dmel_CG1089	ncbi-geneid:40905
dme:Dmel_CG10890	ncbi-geneid:3772069
dme:Dmel_CG10895	ncbi-geneid:35288
dme:Dmel_CG10897	ncbi-geneid:36241
dme:Dmel_CG10898	ncbi-geneid:41384
dme:Dmel_CG10899	ncbi-geneid:42965
dme:Dmel_CG1090	ncbi-geneid:40551
dme:Dmel_CG10901	ncbi-geneid:41066
dme:Dmel_CG10903	ncbi-geneid:40952
dme:Dmel_CG10904	ncbi-geneid:37817
dme:Dmel_CG10907	ncbi-geneid:39331
dme:Dmel_CG10908	ncbi-geneid:33369
dme:Dmel_CG10909	ncbi-geneid:41581
dme:Dmel_CG1091	ncbi-geneid:40847
dme:Dmel_CG10910	ncbi-geneid:37052
dme:Dmel_CG10911	ncbi-geneid:37058
dme:Dmel_CG10912	ncbi-geneid:37059
dme:Dmel_CG10913	ncbi-geneid:49803
dme:Dmel_CG10914	ncbi-geneid:37075
dme:Dmel_CG10915	ncbi-geneid:37076
dme:Dmel_CG10916	ncbi-geneid:37081
dme:Dmel_CG10917	ncbi-geneid:37089
dme:Dmel_CG10918	ncbi-geneid:33123
dme:Dmel_CG10919	ncbi-geneid:40917
dme:Dmel_CG1092	ncbi-geneid:40538
dme:Dmel_CG10920	ncbi-geneid:31688
dme:Dmel_CG10922	ncbi-geneid:35305
dme:Dmel_CG10923	ncbi-geneid:39068
dme:Dmel_CG10924	ncbi-geneid:37130
dme:Dmel_CG10927	ncbi-geneid:37135
dme:Dmel_CG10930	ncbi-geneid:48532
dme:Dmel_CG10931	ncbi-geneid:37024
dme:Dmel_CG10932	ncbi-geneid:31695
dme:Dmel_CG10933	ncbi-geneid:37014
dme:Dmel_CG10934	ncbi-geneid:37013
dme:Dmel_CG10936	ncbi-geneid:37000
dme:Dmel_CG10938	ncbi-geneid:36951
dme:Dmel_CG10939	ncbi-geneid:44155
dme:Dmel_CG10943	ncbi-geneid:39462
dme:Dmel_CG10944	ncbi-geneid:31700
dme:Dmel_CG10946	ncbi-geneid:31702
dme:Dmel_CG10947	ncbi-geneid:35309
dme:Dmel_CG10948	ncbi-geneid:39459
dme:Dmel_CG10949	ncbi-geneid:35310
dme:Dmel_CG10950	ncbi-geneid:36942
dme:Dmel_CG10951	ncbi-geneid:42959
dme:Dmel_CG10952	ncbi-geneid:32428
dme:Dmel_CG10953	ncbi-geneid:36941
dme:Dmel_CG10954	ncbi-geneid:35311
dme:Dmel_CG10955	ncbi-geneid:37554
dme:Dmel_CG10956	ncbi-geneid:36931
dme:Dmel_CG10958	ncbi-geneid:31736
dme:Dmel_CG10959	ncbi-geneid:31743
dme:Dmel_CG10960	ncbi-geneid:39458
dme:Dmel_CG10961	ncbi-geneid:31746
dme:Dmel_CG10962	ncbi-geneid:31824
dme:Dmel_CG10964	ncbi-geneid:31761
dme:Dmel_CG10965	ncbi-geneid:31764
dme:Dmel_CG10967	ncbi-geneid:39454
dme:Dmel_CG10969	ncbi-geneid:39451
dme:Dmel_CG10970	ncbi-geneid:31830
dme:Dmel_CG10971	ncbi-geneid:39450
dme:Dmel_CG10972	ncbi-geneid:37566
dme:Dmel_CG10973	ncbi-geneid:39447
dme:Dmel_CG10975	ncbi-geneid:39443
dme:Dmel_CG10978	ncbi-geneid:40714
dme:Dmel_CG10979	ncbi-geneid:40720
dme:Dmel_CG1098	ncbi-geneid:40710
dme:Dmel_CG10981	ncbi-geneid:40725
dme:Dmel_CG10984	ncbi-geneid:39446
dme:Dmel_CG10986	ncbi-geneid:44819
dme:Dmel_CG10988	ncbi-geneid:48481
dme:Dmel_CG1099	ncbi-geneid:35378
dme:Dmel_CG10990	ncbi-geneid:32337
dme:Dmel_CG10992	ncbi-geneid:32341
dme:Dmel_CG10993	ncbi-geneid:32344
dme:Dmel_CG10996	ncbi-geneid:32345
dme:Dmel_CG10997	ncbi-geneid:32349
dme:Dmel_CG10998	ncbi-geneid:33075
dme:Dmel_CG1100	ncbi-geneid:40717
dme:Dmel_CG11000	ncbi-geneid:40721
dme:Dmel_CG11001	ncbi-geneid:37214
dme:Dmel_CG11006	ncbi-geneid:39455
dme:Dmel_CG11007	ncbi-geneid:37249
dme:Dmel_CG11009	ncbi-geneid:39460
dme:Dmel_CG1101	ncbi-geneid:44029
dme:Dmel_CG11010	ncbi-geneid:39461
dme:Dmel_CG11012	ncbi-geneid:35307
dme:Dmel_CG11015	ncbi-geneid:33918
dme:Dmel_CG11018	ncbi-geneid:37259
dme:Dmel_CG1102	ncbi-geneid:40541
dme:Dmel_CG11020	ncbi-geneid:33768
dme:Dmel_CG11024	ncbi-geneid:43938
dme:Dmel_CG11025	ncbi-geneid:37261
dme:Dmel_CG11027	ncbi-geneid:43823
dme:Dmel_CG11029	ncbi-geneid:33804
dme:Dmel_CG1103	ncbi-geneid:40547
dme:Dmel_CG11030	ncbi-geneid:33805
dme:Dmel_CG11033	ncbi-geneid:41090
dme:Dmel_CG11034	ncbi-geneid:33810
dme:Dmel_CG11035	ncbi-geneid:40953
dme:Dmel_CG11037	ncbi-geneid:40317
dme:Dmel_CG1104	ncbi-geneid:40843
dme:Dmel_CG11041	ncbi-geneid:37278
dme:Dmel_CG11043	ncbi-geneid:33919
dme:Dmel_CG11044	ncbi-geneid:37281
dme:Dmel_CG11048	ncbi-geneid:37284
dme:Dmel_CG11049	ncbi-geneid:43825
dme:Dmel_CG1105	ncbi-geneid:40841
dme:Dmel_CG11050	ncbi-geneid:33924
dme:Dmel_CG11051	ncbi-geneid:50286
dme:Dmel_CG11052	ncbi-geneid:49997
dme:Dmel_CG11055	ncbi-geneid:37289
dme:Dmel_CG11059	ncbi-geneid:43824
dme:Dmel_CG1106	ncbi-geneid:46008
dme:Dmel_CG11060	ncbi-geneid:35641
dme:Dmel_CG11061	ncbi-geneid:37524
dme:Dmel_CG11062	ncbi-geneid:43826
dme:Dmel_CG11063	ncbi-geneid:32351
dme:Dmel_CG11064	ncbi-geneid:43827
dme:Dmel_CG11066	ncbi-geneid:35505
dme:Dmel_CG11068	ncbi-geneid:32357
dme:Dmel_CG11069	ncbi-geneid:42976
dme:Dmel_CG1107	ncbi-geneid:40527
dme:Dmel_CG11070	ncbi-geneid:33932
dme:Dmel_CG11073	ncbi-geneid:37519
dme:Dmel_CG11076	ncbi-geneid:43830
dme:Dmel_CG11077	ncbi-geneid:43831
dme:Dmel_CG1108	ncbi-geneid:40902
dme:Dmel_CG11081	ncbi-geneid:43832
dme:Dmel_CG11084	ncbi-geneid:45343
dme:Dmel_CG11085	ncbi-geneid:32213
dme:Dmel_CG11086	ncbi-geneid:35646
dme:Dmel_CG11089	ncbi-geneid:42973
dme:Dmel_CG1109	ncbi-geneid:40698
dme:Dmel_CG11092	ncbi-geneid:32350
dme:Dmel_CG11093	ncbi-geneid:43835
dme:Dmel_CG11094	ncbi-geneid:40940
dme:Dmel_CG11095	ncbi-geneid:32348
dme:Dmel_CG11098	ncbi-geneid:33930
dme:Dmel_CG11099	ncbi-geneid:37282
dme:Dmel_CG11100	ncbi-geneid:40514
dme:Dmel_CG11101	ncbi-geneid:44011
dme:Dmel_CG11103	ncbi-geneid:32342
dme:Dmel_CG11106	ncbi-geneid:32062
dme:Dmel_CG11107	ncbi-geneid:35654
dme:Dmel_CG11109	ncbi-geneid:40507
dme:Dmel_CG11110	ncbi-geneid:37337
dme:Dmel_CG11111	ncbi-geneid:32340
dme:Dmel_CG11112	ncbi-geneid:35658
dme:Dmel_CG11113	ncbi-geneid:35659
dme:Dmel_CG11115	ncbi-geneid:40509
dme:Dmel_CG1112	ncbi-geneid:40901
dme:Dmel_CG11120	ncbi-geneid:42982
dme:Dmel_CG11121	ncbi-geneid:35662
dme:Dmel_CG11122	ncbi-geneid:32046
dme:Dmel_CG11123	ncbi-geneid:35664
dme:Dmel_CG11124	ncbi-geneid:35665
dme:Dmel_CG11125	ncbi-geneid:35669
dme:Dmel_CG11127	ncbi-geneid:35673
dme:Dmel_CG11128	ncbi-geneid:40510
dme:Dmel_CG11129	ncbi-geneid:32339
dme:Dmel_CG1113	ncbi-geneid:40629
dme:Dmel_CG11130	ncbi-geneid:32338
dme:Dmel_CG11131	ncbi-geneid:40511
dme:Dmel_CG11132	ncbi-geneid:37339
dme:Dmel_CG11133	ncbi-geneid:40512
dme:Dmel_CG11134	ncbi-geneid:32334
dme:Dmel_CG11136	ncbi-geneid:37342
dme:Dmel_CG11137	ncbi-geneid:40505
dme:Dmel_CG11138	ncbi-geneid:32205
dme:Dmel_CG11139	ncbi-geneid:35674
dme:Dmel_CG11140	ncbi-geneid:45398
dme:Dmel_CG11141	ncbi-geneid:35672
dme:Dmel_CG11142	ncbi-geneid:33806
dme:Dmel_CG11143	ncbi-geneid:35671
dme:Dmel_CG11144	ncbi-geneid:43838
dme:Dmel_CG11145	ncbi-geneid:35663
dme:Dmel_CG11147	ncbi-geneid:33803
dme:Dmel_CG11148	ncbi-geneid:43842
dme:Dmel_CG11149	ncbi-geneid:33800
dme:Dmel_CG1115	ncbi-geneid:40624
dme:Dmel_CG11151	ncbi-geneid:32335
dme:Dmel_CG11152	ncbi-geneid:43843
dme:Dmel_CG11153	ncbi-geneid:43844
dme:Dmel_CG11154	ncbi-geneid:43829
dme:Dmel_CG11155	ncbi-geneid:43822
dme:Dmel_CG11156	ncbi-geneid:48309
dme:Dmel_CG11158	ncbi-geneid:32327
dme:Dmel_CG11159	ncbi-geneid:37341
dme:Dmel_CG1116	ncbi-geneid:40622
dme:Dmel_CG11160	ncbi-geneid:32034
dme:Dmel_CG11162	ncbi-geneid:32325
dme:Dmel_CG11163	ncbi-geneid:35513
dme:Dmel_CG11164	ncbi-geneid:32323
dme:Dmel_CG11165	ncbi-geneid:35751
dme:Dmel_CG11166	ncbi-geneid:35660
dme:Dmel_CG11168	ncbi-geneid:42981
dme:Dmel_CG11170	ncbi-geneid:37533
dme:Dmel_CG11172	ncbi-geneid:32321
dme:Dmel_CG11173	ncbi-geneid:37774
dme:Dmel_CG11175	ncbi-geneid:37332
dme:Dmel_CG11176	ncbi-geneid:32319
dme:Dmel_CG11177	ncbi-geneid:32317
dme:Dmel_CG11178	ncbi-geneid:32315
dme:Dmel_CG11180	ncbi-geneid:37330
dme:Dmel_CG11181	ncbi-geneid:33934
dme:Dmel_CG11182	ncbi-geneid:37788
dme:Dmel_CG11183	ncbi-geneid:37790
dme:Dmel_CG11184	ncbi-geneid:37792
dme:Dmel_CG11186	ncbi-geneid:43833
dme:Dmel_CG11188	ncbi-geneid:33943
dme:Dmel_CG1119	ncbi-geneid:40607
dme:Dmel_CG11190	ncbi-geneid:31772
dme:Dmel_CG11191	ncbi-geneid:35765
dme:Dmel_CG11192	ncbi-geneid:37309
dme:Dmel_CG11194	ncbi-geneid:35764
dme:Dmel_CG11196	ncbi-geneid:35763
dme:Dmel_CG11198	ncbi-geneid:35761
dme:Dmel_CG11199	ncbi-geneid:249072
dme:Dmel_CG1120	ncbi-geneid:38444
dme:Dmel_CG11200	ncbi-geneid:37301
dme:Dmel_CG11201	ncbi-geneid:33946
dme:Dmel_CG11202	ncbi-geneid:31778
dme:Dmel_CG11205	ncbi-geneid:35735
dme:Dmel_CG11206	ncbi-geneid:37552
dme:Dmel_CG11207	ncbi-geneid:32015
dme:Dmel_CG11208	ncbi-geneid:37285
dme:Dmel_CG11209	ncbi-geneid:37286
dme:Dmel_CG1121	ncbi-geneid:40899
dme:Dmel_CG11210	ncbi-geneid:35779
dme:Dmel_CG11211	ncbi-geneid:35545
dme:Dmel_CG11212	ncbi-geneid:35546
dme:Dmel_CG11213	ncbi-geneid:31788
dme:Dmel_CG11217	ncbi-geneid:46456
dme:Dmel_CG11218	ncbi-geneid:37266
dme:Dmel_CG11219	ncbi-geneid:31791
dme:Dmel_CG11221	ncbi-geneid:33948
dme:Dmel_CG11226	ncbi-geneid:40501
dme:Dmel_CG11227	ncbi-geneid:33071
dme:Dmel_CG11228	ncbi-geneid:37247
dme:Dmel_CG11236	ncbi-geneid:33955
dme:Dmel_CG11237	ncbi-geneid:37245
dme:Dmel_CG11238	ncbi-geneid:46158
dme:Dmel_CG1124	ncbi-geneid:40613
dme:Dmel_CG11241	ncbi-geneid:40492
dme:Dmel_CG11242	ncbi-geneid:37244
dme:Dmel_CG11246	ncbi-geneid:40415
dme:Dmel_CG11247	ncbi-geneid:40414
dme:Dmel_CG11248	ncbi-geneid:40411
dme:Dmel_CG11249	ncbi-geneid:40409
dme:Dmel_CG11251	ncbi-geneid:39490
dme:Dmel_CG11253	ncbi-geneid:39481
dme:Dmel_CG11254	ncbi-geneid:40489
dme:Dmel_CG11255	ncbi-geneid:39479
dme:Dmel_CG11257	ncbi-geneid:37227
dme:Dmel_CG11258	ncbi-geneid:39477
dme:Dmel_CG11259	ncbi-geneid:39475
dme:Dmel_CG1126	ncbi-geneid:40600
dme:Dmel_CG11261	ncbi-geneid:39474
dme:Dmel_CG11262	ncbi-geneid:39471
dme:Dmel_CG11263	ncbi-geneid:39472
dme:Dmel_CG11265	ncbi-geneid:31795
dme:Dmel_CG11266	ncbi-geneid:33989
dme:Dmel_CG11267	ncbi-geneid:39476
dme:Dmel_CG11268	ncbi-geneid:39478
dme:Dmel_CG11269	ncbi-geneid:37527
dme:Dmel_CG11271	ncbi-geneid:39480
dme:Dmel_CG11274	ncbi-geneid:39483
dme:Dmel_CG11275	ncbi-geneid:37534
dme:Dmel_CG11276	ncbi-geneid:39484
dme:Dmel_CG11278	ncbi-geneid:39485
dme:Dmel_CG11279	ncbi-geneid:39486
dme:Dmel_CG1128	ncbi-geneid:40897
dme:Dmel_CG11280	ncbi-geneid:39491
dme:Dmel_CG11281	ncbi-geneid:39492
dme:Dmel_CG11282	ncbi-geneid:39493
dme:Dmel_CG11284	ncbi-geneid:31804
dme:Dmel_CG11286	ncbi-geneid:40919
dme:Dmel_CG11289	ncbi-geneid:33993
dme:Dmel_CG1129	ncbi-geneid:40599
dme:Dmel_CG11290	ncbi-geneid:37859
dme:Dmel_CG11291	ncbi-geneid:37541
dme:Dmel_CG11294	ncbi-geneid:31807
dme:Dmel_CG11295	ncbi-geneid:46326
dme:Dmel_CG11298	ncbi-geneid:37553
dme:Dmel_CG11299	ncbi-geneid:37755
dme:Dmel_CG1130	ncbi-geneid:38469
dme:Dmel_CG11300	ncbi-geneid:37760
dme:Dmel_CG11301	ncbi-geneid:37560
dme:Dmel_CG11303	ncbi-geneid:37786
dme:Dmel_CG11305	ncbi-geneid:43433
dme:Dmel_CG11306	ncbi-geneid:40402
dme:Dmel_CG11307	ncbi-geneid:40400
dme:Dmel_CG11308	ncbi-geneid:40367
dme:Dmel_CG11309	ncbi-geneid:40356
dme:Dmel_CG1131	ncbi-geneid:40896
dme:Dmel_CG11310	ncbi-geneid:40352
dme:Dmel_CG11312	ncbi-geneid:37355
dme:Dmel_CG11313	ncbi-geneid:43646
dme:Dmel_CG11314	ncbi-geneid:43648
dme:Dmel_CG11315	ncbi-geneid:43649
dme:Dmel_CG11317	ncbi-geneid:43676
dme:Dmel_CG11318	ncbi-geneid:43678
dme:Dmel_CG11319	ncbi-geneid:33923
dme:Dmel_CG1132	ncbi-geneid:38471
dme:Dmel_CG11320	ncbi-geneid:33925
dme:Dmel_CG11321	ncbi-geneid:33950
dme:Dmel_CG11322	ncbi-geneid:33949
dme:Dmel_CG11323	ncbi-geneid:33947
dme:Dmel_CG11324	ncbi-geneid:33944
dme:Dmel_CG11325	ncbi-geneid:33942
dme:Dmel_CG11326	ncbi-geneid:33941
dme:Dmel_CG11327	ncbi-geneid:33940
dme:Dmel_CG11328	ncbi-geneid:33939
dme:Dmel_CG11329	ncbi-geneid:33938
dme:Dmel_CG1133	ncbi-geneid:40605
dme:Dmel_CG11330	ncbi-geneid:33937
dme:Dmel_CG11331	ncbi-geneid:45815
dme:Dmel_CG11333	ncbi-geneid:43714
dme:Dmel_CG11334	ncbi-geneid:43713
dme:Dmel_CG11335	ncbi-geneid:43712
dme:Dmel_CG11337	ncbi-geneid:43710
dme:Dmel_CG1134	ncbi-geneid:38472
dme:Dmel_CG11340	ncbi-geneid:43703
dme:Dmel_CG11342	ncbi-geneid:38538
dme:Dmel_CG11345	ncbi-geneid:38548
dme:Dmel_CG11347	ncbi-geneid:38543
dme:Dmel_CG11348	ncbi-geneid:38545
dme:Dmel_CG11349	ncbi-geneid:38552
dme:Dmel_CG1135	ncbi-geneid:38478
dme:Dmel_CG11350	ncbi-geneid:38554
dme:Dmel_CG11352	ncbi-geneid:43924
dme:Dmel_CG11353	ncbi-geneid:38560
dme:Dmel_CG11354	ncbi-geneid:31813
dme:Dmel_CG11356	ncbi-geneid:32178
dme:Dmel_CG11357	ncbi-geneid:38561
dme:Dmel_CG1136	ncbi-geneid:38479
dme:Dmel_CG11360	ncbi-geneid:43810
dme:Dmel_CG11362	ncbi-geneid:37574
dme:Dmel_CG11367	ncbi-geneid:40491
dme:Dmel_CG11368	ncbi-geneid:50397
dme:Dmel_CG11369	ncbi-geneid:31675
dme:Dmel_CG1137	ncbi-geneid:40803
dme:Dmel_CG11370	ncbi-geneid:40486
dme:Dmel_CG11371	ncbi-geneid:33161
dme:Dmel_CG11372	ncbi-geneid:33162
dme:Dmel_CG11373	ncbi-geneid:50152
dme:Dmel_CG11374	ncbi-geneid:33163
dme:Dmel_CG11375	ncbi-geneid:42954
dme:Dmel_CG11376	ncbi-geneid:33165
dme:Dmel_CG11377	ncbi-geneid:33166
dme:Dmel_CG11378	ncbi-geneid:31060
dme:Dmel_CG11379	ncbi-geneid:31062
dme:Dmel_CG1138	ncbi-geneid:40805
dme:Dmel_CG11380	ncbi-geneid:31065
dme:Dmel_CG11381	ncbi-geneid:31067
dme:Dmel_CG11382	ncbi-geneid:31069
dme:Dmel_CG11384	ncbi-geneid:31061
dme:Dmel_CG11387	ncbi-geneid:44540
dme:Dmel_CG11388	ncbi-geneid:37833
dme:Dmel_CG1139	ncbi-geneid:38264
dme:Dmel_CG11390	ncbi-geneid:49821
dme:Dmel_CG11391	ncbi-geneid:42353
dme:Dmel_CG11395	ncbi-geneid:36937
dme:Dmel_CG11396	ncbi-geneid:40296
dme:Dmel_CG11397	ncbi-geneid:35001
dme:Dmel_CG11398	ncbi-geneid:31070
dme:Dmel_CG11399	ncbi-geneid:40295
dme:Dmel_CG1140	ncbi-geneid:38261
dme:Dmel_CG11400	ncbi-geneid:36935
dme:Dmel_CG11401	ncbi-geneid:40475
dme:Dmel_CG11403	ncbi-geneid:31072
dme:Dmel_CG11404	ncbi-geneid:40474
dme:Dmel_CG11405	ncbi-geneid:43867
dme:Dmel_CG11406	ncbi-geneid:37877
dme:Dmel_CG11407	ncbi-geneid:42354
dme:Dmel_CG11409	ncbi-geneid:31078
dme:Dmel_CG11411	ncbi-geneid:45973
dme:Dmel_CG11412	ncbi-geneid:31079
dme:Dmel_CG11413	ncbi-geneid:37920
dme:Dmel_CG11414	ncbi-geneid:37923
dme:Dmel_CG11415	ncbi-geneid:31080
dme:Dmel_CG11416	ncbi-geneid:37924
dme:Dmel_CG11417	ncbi-geneid:31083
dme:Dmel_CG11418	ncbi-geneid:31081
dme:Dmel_CG11419	ncbi-geneid:36975
dme:Dmel_CG1142	ncbi-geneid:40894
dme:Dmel_CG11420	ncbi-geneid:31084
dme:Dmel_CG11421	ncbi-geneid:40737
dme:Dmel_CG11422	ncbi-geneid:40738
dme:Dmel_CG11423	ncbi-geneid:36998
dme:Dmel_CG11425	ncbi-geneid:40472
dme:Dmel_CG11426	ncbi-geneid:40471
dme:Dmel_CG11427	ncbi-geneid:31381
dme:Dmel_CG1143	ncbi-geneid:38329
dme:Dmel_CG11430	ncbi-geneid:37040
dme:Dmel_CG11436	ncbi-geneid:31386
dme:Dmel_CG11437	ncbi-geneid:40470
dme:Dmel_CG11438	ncbi-geneid:40469
dme:Dmel_CG11440	ncbi-geneid:40468
dme:Dmel_CG11444	ncbi-geneid:31388
dme:Dmel_CG11447	ncbi-geneid:42359
dme:Dmel_CG11448	ncbi-geneid:31090
dme:Dmel_CG11449	ncbi-geneid:40467
dme:Dmel_CG11450	ncbi-geneid:45339
dme:Dmel_CG11451	ncbi-geneid:40300
dme:Dmel_CG11453	ncbi-geneid:42355
dme:Dmel_CG11454	ncbi-geneid:33175
dme:Dmel_CG11455	ncbi-geneid:33179
dme:Dmel_CG11456	ncbi-geneid:40309
dme:Dmel_CG11458	ncbi-geneid:50110
dme:Dmel_CG11459	ncbi-geneid:40741
dme:Dmel_CG1146	ncbi-geneid:38313
dme:Dmel_CG11466	ncbi-geneid:41520
dme:Dmel_CG1147	ncbi-geneid:40754
dme:Dmel_CG11470	ncbi-geneid:43480
dme:Dmel_CG11471	ncbi-geneid:45785
dme:Dmel_CG11474	ncbi-geneid:37514
dme:Dmel_CG11475	ncbi-geneid:37513
dme:Dmel_CG1148	ncbi-geneid:40756
dme:Dmel_CG11482	ncbi-geneid:35796
dme:Dmel_CG11486	ncbi-geneid:38369
dme:Dmel_CG11488	ncbi-geneid:33182
dme:Dmel_CG11489	ncbi-geneid:40461
dme:Dmel_CG1149	ncbi-geneid:40890
dme:Dmel_CG11490	ncbi-geneid:33184
dme:Dmel_CG11491	ncbi-geneid:44505
dme:Dmel_CG11495	ncbi-geneid:44098
dme:Dmel_CG11498	ncbi-geneid:43585
dme:Dmel_CG1150	ncbi-geneid:40757
dme:Dmel_CG11500	ncbi-geneid:50096
dme:Dmel_CG11501	ncbi-geneid:43474
dme:Dmel_CG11502	ncbi-geneid:41491
dme:Dmel_CG11504	ncbi-geneid:43557
dme:Dmel_CG11505	ncbi-geneid:38399
dme:Dmel_CG1151	ncbi-geneid:40760
dme:Dmel_CG11512	ncbi-geneid:48337
dme:Dmel_CG11513	ncbi-geneid:38427
dme:Dmel_CG11516	ncbi-geneid:43469
dme:Dmel_CG11518	ncbi-geneid:43718
dme:Dmel_CG1152	ncbi-geneid:40875
dme:Dmel_CG11522	ncbi-geneid:43723
dme:Dmel_CG11523	ncbi-geneid:40458
dme:Dmel_CG11525	ncbi-geneid:43724
dme:Dmel_CG11526	ncbi-geneid:38412
dme:Dmel_CG11527	ncbi-geneid:33896
dme:Dmel_CG11529	ncbi-geneid:39395
dme:Dmel_CG1153	ncbi-geneid:40761
dme:Dmel_CG11533	ncbi-geneid:43794
dme:Dmel_CG11534	ncbi-geneid:39381
dme:Dmel_CG11537	ncbi-geneid:38373
dme:Dmel_CG11539	ncbi-geneid:43726
dme:Dmel_CG1154	ncbi-geneid:40766
dme:Dmel_CG11546	ncbi-geneid:46027
dme:Dmel_CG1155	ncbi-geneid:40770
dme:Dmel_CG11550	ncbi-geneid:43731
dme:Dmel_CG11551	ncbi-geneid:2768974
dme:Dmel_CG11552	ncbi-geneid:2768973
dme:Dmel_CG11555	ncbi-geneid:33193
dme:Dmel_CG11556	ncbi-geneid:32002
dme:Dmel_CG11560	ncbi-geneid:39376
dme:Dmel_CG11561	ncbi-geneid:33196
dme:Dmel_CG11562	ncbi-geneid:33200
dme:Dmel_CG11563	ncbi-geneid:43735
dme:Dmel_CG11566	ncbi-geneid:3772393
dme:Dmel_CG11567	ncbi-geneid:33883
dme:Dmel_CG1157	ncbi-geneid:40771
dme:Dmel_CG11570	ncbi-geneid:39357
dme:Dmel_CG11575	ncbi-geneid:43753
dme:Dmel_CG11576	ncbi-geneid:43756
dme:Dmel_CG11577	ncbi-geneid:40084
dme:Dmel_CG11579	ncbi-geneid:31151
dme:Dmel_CG1158	ncbi-geneid:40635
dme:Dmel_CG11581	ncbi-geneid:32362
dme:Dmel_CG11582	ncbi-geneid:38525
dme:Dmel_CG11583	ncbi-geneid:326206
