dme:Dmel_CG10000	up:Q8MYY6
dme:Dmel_CG10761	up:Q9W3I6
dme:Dmel_CG10763	up:Q9W3J1
dme:Dmel_CG10764	up:A1ZAT2
dme:Dmel_CG1077	up:Q9VNL6
dme:Dmel_CG10772	up:P26016
dme:Dmel_CG10776	up:M9PE88
dme:Dmel_CG10777	up:Q9W3M7
dme:Dmel_CG10778	up:Q9W3M6
dme:Dmel_CG1078	up:Q9VN31
dme:Dmel_CG10781	up:P23938
dme:Dmel_CG10788	up:P40140
dme:Dmel_CG10789	up:P40141
dme:Dmel_CG10789	up:C9QPH2
dme:Dmel_CG1079	up:Q9VZL8
dme:Dmel_CG10790	up:P26023
dme:Dmel_CG10793	up:Q9V3N5
dme:Dmel_CG10794	up:A1ZBF6
dme:Dmel_CG10795	up:Q9W2H1
dme:Dmel_CG10798	up:Q9W4S7
dme:Dmel_CG10798	up:M9PGK0
dme:Dmel_CG10799	up:A1Z9B5
dme:Dmel_CG10800	up:Q9VM76
dme:Dmel_CG10801	up:M9PIY5
dme:Dmel_CG10802	up:M9PGD7
dme:Dmel_CG10803	up:M9PGK9
dme:Dmel_CG10804	up:B7Z122
dme:Dmel_CG10805	up:Q9VM75
dme:Dmel_CG10806	up:Q7KTL6
dme:Dmel_CG10808	up:Q7JYV2
dme:Dmel_CG10809	up:Q9VT59
dme:Dmel_CG1081	up:Q9VND8
dme:Dmel_CG1081	up:H1ZYG4
dme:Dmel_CG10810	up:P41964
dme:Dmel_CG10810	up:A0A1B2AJW2
dme:Dmel_CG10811	up:A8DZ29
dme:Dmel_CG10812	up:Q9VZR2
dme:Dmel_CG10814	up:Q7K4A8
dme:Dmel_CG10816	up:P36193
dme:Dmel_CG10816	up:A0A0B4K7Q5
dme:Dmel_CG1082	up:Q9VIC0
dme:Dmel_CG10822	up:Q4QPW2
dme:Dmel_CG10823	up:Q8IN35
dme:Dmel_CG10824	up:Q9VDD5
dme:Dmel_CG10825	up:Q8SZZ8
dme:Dmel_CG10827	up:Q9VDG4
dme:Dmel_CG10830	up:Q9VDH3
dme:Dmel_CG10833	up:Q9VMT5
dme:Dmel_CG10834	up:Q9V9P1
dme:Dmel_CG10837	up:Q7PLL3
dme:Dmel_CG10838	up:Q9VQA6
dme:Dmel_CG10839	up:Q9V3Q0
dme:Dmel_CG1084	up:Q9VN14
dme:Dmel_CG10840	up:Q9VZP5
dme:Dmel_CG10841	up:A0A0B4K6G7
dme:Dmel_CG10842	up:Q9V558
dme:Dmel_CG10843	up:Q9V559
dme:Dmel_CG10844	up:Q24498
dme:Dmel_CG10845	up:Q9VC13
dme:Dmel_CG10846	up:Q9VJQ6
dme:Dmel_CG10847	up:Q8MSX1
dme:Dmel_CG10849	up:Q9VZL3
dme:Dmel_CG10850	up:Q9VZL2
dme:Dmel_CG10851	up:P26686
dme:Dmel_CG10851	up:A0A0C4DHG5
dme:Dmel_CG10852	up:O46200
dme:Dmel_CG10852	up:A0A0S0WIC6
dme:Dmel_CG10853	up:Q9VZK6
dme:Dmel_CG10855	up:Q8SX86
dme:Dmel_CG10858	up:Q9VZN1
dme:Dmel_CG10859	up:Q9VJY4
dme:Dmel_CG10861	up:Q9VTU1
dme:Dmel_CG10862	up:Q9I7T6
dme:Dmel_CG10863	up:Q9Y112
dme:Dmel_CG10864	up:Q9VE68
dme:Dmel_CG10866	up:Q9VZK9
dme:Dmel_CG10868	up:Q8IHC3
dme:Dmel_CG10869	up:Q9VQ22
dme:Dmel_CG10874	up:E4NKL4
dme:Dmel_CG10877	up:Q9VDL4
dme:Dmel_CG1088	up:P54611
dme:Dmel_CG1088	up:A0A0B4LGS4
dme:Dmel_CG10880	up:M9PB07
dme:Dmel_CG10881	up:Q9VDM6
dme:Dmel_CG10881	up:F3YDD7
dme:Dmel_CG10882	up:Q9VQ94
dme:Dmel_CG10887	up:Q9VDP7
dme:Dmel_CG10888	up:P04950
dme:Dmel_CG10889	up:Q8T0D9
dme:Dmel_CG1089	up:A0A0B4K6V8
dme:Dmel_CG10890	up:Q4U2Q5
dme:Dmel_CG10895	up:O61267
dme:Dmel_CG10897	up:A8DYA3
dme:Dmel_CG10898	up:Q9VGM4
dme:Dmel_CG10899	up:C8VV79
dme:Dmel_CG1090	up:Q9VN12
dme:Dmel_CG1090	up:A0A0B4KGG6
dme:Dmel_CG10901	up:P25158
dme:Dmel_CG10903	up:Q9VHW6
dme:Dmel_CG10904	up:Q9W1E7
dme:Dmel_CG10907	up:Q9VTN7
dme:Dmel_CG10908	up:Q9VQ57
dme:Dmel_CG10908	up:M9PBP5
dme:Dmel_CG10909	up:Q9VG21
dme:Dmel_CG1091	up:Q9VI58
dme:Dmel_CG10910	up:A1ZB18
dme:Dmel_CG10911	up:Q7JW48
dme:Dmel_CG10912	up:Q7K1H9
dme:Dmel_CG10913	up:Q7JV69
dme:Dmel_CG10914	up:Q8SZ15
dme:Dmel_CG10915	up:Q8SX68
dme:Dmel_CG10916	up:Q7K1R6
dme:Dmel_CG10917	up:P54360
dme:Dmel_CG10918	up:Q9VRI3
dme:Dmel_CG10919	up:Q9VI03
dme:Dmel_CG1092	up:Q9VMZ9
dme:Dmel_CG10920	up:Q9W3P6
dme:Dmel_CG10922	up:P40796
dme:Dmel_CG10922	up:M9ZVK8
dme:Dmel_CG10923	up:M9PF35
dme:Dmel_CG10924	up:A8DYI3
dme:Dmel_CG10927	up:Q7K157
dme:Dmel_CG10930	up:P11612
dme:Dmel_CG10930	up:A0A0B4LFR7
dme:Dmel_CG10931	up:Q1RKU8
dme:Dmel_CG10932	up:Q9W3N9
dme:Dmel_CG10933	up:A1ZAY1
dme:Dmel_CG10934	up:Q7K1B3
dme:Dmel_CG10936	up:Q7JWM6
dme:Dmel_CG10938	up:Q95083
dme:Dmel_CG10939	up:Q7K5M6
dme:Dmel_CG10943	up:Q9VU21
dme:Dmel_CG10944	up:P29327
dme:Dmel_CG10944	up:H1ZYF1
dme:Dmel_CG10946	up:Q9W3N2
dme:Dmel_CG10947	up:A4V0X6
dme:Dmel_CG10948	up:Q8IQH5
dme:Dmel_CG10949	up:Q9VIM6
dme:Dmel_CG10950	up:A1ZAR6
dme:Dmel_CG10951	up:Q9VC32
dme:Dmel_CG10952	up:Q02280
dme:Dmel_CG10953	up:Q7JQV9
dme:Dmel_CG10954	up:Q9VIM5
dme:Dmel_CG10954	up:X2JAI2
dme:Dmel_CG10955	up:Q9W261
dme:Dmel_CG10955	up:H0RNK7
dme:Dmel_CG10956	up:Q4V3G2
dme:Dmel_CG10958	up:Q9W3J8
dme:Dmel_CG10959	up:M9PHD3
dme:Dmel_CG10960	up:Q9VU17
dme:Dmel_CG10961	up:Q9W3I9
dme:Dmel_CG10962	up:Q8IRN0
dme:Dmel_CG10964	up:Q9W3H4
dme:Dmel_CG10965	up:Q9W3G9
dme:Dmel_CG10967	up:Q8MQJ7
dme:Dmel_CG10969	up:Q9VU11
dme:Dmel_CG10970	up:Q9W3A0
dme:Dmel_CG10971	up:Q8MQJ8
dme:Dmel_CG10972	up:Q9W250
dme:Dmel_CG10973	up:Q95RI2
dme:Dmel_CG10975	up:P16620
dme:Dmel_CG10978	up:Q7K1V5
dme:Dmel_CG10978	up:E2QD00
dme:Dmel_CG10979	up:Q9VNI5
dme:Dmel_CG1098	up:Q9Y0Y6
dme:Dmel_CG1098	up:A0A126GUQ5
dme:Dmel_CG10981	up:A0A0B4LHT4
dme:Dmel_CG10984	up:Q8T0E7
dme:Dmel_CG10986	up:P54362
dme:Dmel_CG10988	up:Q9XYP8
dme:Dmel_CG1099	up:Q1WWC9
dme:Dmel_CG10990	up:Q9VY91
dme:Dmel_CG10992	up:Q9VY87
dme:Dmel_CG10993	up:Q9VY84
dme:Dmel_CG10996	up:Q9VY83
dme:Dmel_CG10997	up:Q9VY78
dme:Dmel_CG10998	up:Q9VRD3
dme:Dmel_CG1100	up:Q9V3Z4
dme:Dmel_CG11000	up:Q9VNI6
dme:Dmel_CG11001	up:P48375
dme:Dmel_CG11001	up:H0RN81
dme:Dmel_CG11006	up:M9PI47
dme:Dmel_CG11007	up:Q7JW12
dme:Dmel_CG11007	up:A0A0B4LFY2
dme:Dmel_CG11009	up:Q95SE8
dme:Dmel_CG1101	up:Q9V3E7
dme:Dmel_CG11010	up:M9PI48
dme:Dmel_CG11012	up:Q9VIM9
dme:Dmel_CG11015	up:Q9VMB9
dme:Dmel_CG11018	up:Q7JXG2
dme:Dmel_CG1102	up:A0A126GUP6
dme:Dmel_CG11020	up:A8DYV6
dme:Dmel_CG11024	up:Q9VMQ9
dme:Dmel_CG11025	up:A0A0B4KFW5
dme:Dmel_CG11027	up:P40945
dme:Dmel_CG11027	up:L0MNA8
dme:Dmel_CG11029	up:Q9VMM8
dme:Dmel_CG1103	up:Q960K3
dme:Dmel_CG11030	up:Q9VMM7
dme:Dmel_CG11033	up:Q9VHH9
dme:Dmel_CG11033	up:A0A0B4KFJ7
dme:Dmel_CG11034	up:X2J9G3
dme:Dmel_CG11035	up:Q9VHW5
dme:Dmel_CG11037	up:Q8T429
dme:Dmel_CG1104	up:Q9VI55
dme:Dmel_CG1104	up:A0A0B4K6K7
dme:Dmel_CG11041	up:A1ZBR3
dme:Dmel_CG11043	up:Q9VMB8
dme:Dmel_CG11044	up:A1ZBR6
dme:Dmel_CG11048	up:Q7K2N1
dme:Dmel_CG11049	up:Q59DN9
dme:Dmel_CG1105	up:Q9VI53
dme:Dmel_CG11050	up:Q9VMB3
dme:Dmel_CG11051	up:Q9VU58
dme:Dmel_CG11051	up:X2JB24
dme:Dmel_CG11052	up:Q9VHX3
dme:Dmel_CG11055	up:Q7JR83
dme:Dmel_CG11059	up:Q9V498
dme:Dmel_CG11059	up:X2J9E8
dme:Dmel_CG1106	up:Q07171
dme:Dmel_CG1106	up:A0A0C4DHG2
dme:Dmel_CG11060	up:Q7K2W2
dme:Dmel_CG11061	up:Q9W289
dme:Dmel_CG11062	up:O61643
dme:Dmel_CG11063	up:Q9VY77
dme:Dmel_CG11064	up:Q9V496
dme:Dmel_CG11064	up:L0MPS3
dme:Dmel_CG11066	up:Q7K5M0
dme:Dmel_CG11068	up:Q9VY68
dme:Dmel_CG11069	up:Q8MRJ2
dme:Dmel_CG1107	up:A0A0B4KG14
dme:Dmel_CG11070	up:Q9U4F8
dme:Dmel_CG11073	up:D0Z748
dme:Dmel_CG11076	up:Q7KQM8
dme:Dmel_CG11077	up:Q9V492
dme:Dmel_CG1108	up:Q9VIB6
dme:Dmel_CG11081	up:H9XVP3
dme:Dmel_CG11084	up:A1Z6W3
dme:Dmel_CG11085	up:Q9VYL0
dme:Dmel_CG11086	up:A1Z6W5
dme:Dmel_CG11089	up:Q9VC18
dme:Dmel_CG1109	up:Q9VNG2
dme:Dmel_CG11092	up:Q9XZ06
dme:Dmel_CG11093	up:D1YSG4
dme:Dmel_CG11094	up:P23023
dme:Dmel_CG11094	up:A0A0B4KFS4
dme:Dmel_CG11095	up:Q9VY79
dme:Dmel_CG11098	up:Q9VMA7
dme:Dmel_CG11099	up:Q7JXU8
dme:Dmel_CG11100	up:Q9VNP3
dme:Dmel_CG11101	up:A0A0B4KEW8
dme:Dmel_CG11103	up:Q9VY86
dme:Dmel_CG11106	up:Q9VZ15
dme:Dmel_CG11107	up:Q7K3M5
dme:Dmel_CG11109	up:Q9VNQ1
dme:Dmel_CG11110	up:Q4QQ12
dme:Dmel_CG11111	up:P43125
dme:Dmel_CG11112	up:A8DY52
dme:Dmel_CG11113	up:A1Z6Y1
dme:Dmel_CG11115	up:Q9VNP8
dme:Dmel_CG1112	up:Q9VIB5
dme:Dmel_CG11120	up:Q9VC08
dme:Dmel_CG11121	up:Q27350
dme:Dmel_CG11122	up:Q9VZ30
dme:Dmel_CG11123	up:Q7JX95
dme:Dmel_CG11124	up:Q6XPX3
dme:Dmel_CG11125	up:Q6NMT8
dme:Dmel_CG11127	up:Q7JRM5
dme:Dmel_CG11128	up:Q9VNP7
dme:Dmel_CG11129	up:P06607
dme:Dmel_CG11129	up:X2JEX8
dme:Dmel_CG1113	up:Q9VN94
dme:Dmel_CG11130	up:P56175
dme:Dmel_CG11131	up:Q9VNP6
dme:Dmel_CG11132	up:Q7K3D8
dme:Dmel_CG11133	up:Q9VNP5
dme:Dmel_CG11134	up:Q9VY93
dme:Dmel_CG11134	up:M9PEI9
dme:Dmel_CG11136	up:D0IQL1
dme:Dmel_CG11137	up:Q9VNQ3
dme:Dmel_CG11138	up:B7Z143
dme:Dmel_CG11139	up:Q7K3Z3
dme:Dmel_CG11140	up:A0A0B4KEE1
dme:Dmel_CG11141	up:Q6NLL1
dme:Dmel_CG11141	up:E2QC72
dme:Dmel_CG11142	up:Q9VMM6
dme:Dmel_CG11143	up:O97477
dme:Dmel_CG11144	up:P91685
dme:Dmel_CG11144	up:L0MPZ9
dme:Dmel_CG11147	up:Q9VMM9
dme:Dmel_CG11148	up:Q7KQM6
dme:Dmel_CG11149	up:Q0IGW5
dme:Dmel_CG1115	up:Q9VN88
dme:Dmel_CG11151	up:Q9VY92
dme:Dmel_CG11152	up:Q9V481
dme:Dmel_CG11153	up:Q59DN5
dme:Dmel_CG11154	up:Q05825
dme:Dmel_CG11154	up:X2JH42
dme:Dmel_CG11155	up:Q9V4A0
dme:Dmel_CG11156	up:Q9VY97
dme:Dmel_CG11158	up:Q9I7S2
dme:Dmel_CG11159	up:A1ZBX7
dme:Dmel_CG1116	up:Q9VN84
dme:Dmel_CG11160	up:M9PHK0
dme:Dmel_CG11162	up:Q9VYA2
dme:Dmel_CG11163	up:Q8T0G1
dme:Dmel_CG11164	up:Q9VYA4
dme:Dmel_CG11165	up:Q7K049
dme:Dmel_CG11166	up:Q7JRJ1
dme:Dmel_CG11168	up:E1JIW0
dme:Dmel_CG11170	up:Q9W280
dme:Dmel_CG11172	up:A8JUV3
dme:Dmel_CG11173	up:Q9W1I8
dme:Dmel_CG11175	up:Q7JR73
dme:Dmel_CG11176	up:Q9VYA8
dme:Dmel_CG11176	up:M9PEI3
dme:Dmel_CG11177	up:Q9VYB0
dme:Dmel_CG11178	up:Q9VYB2
dme:Dmel_CG11180	up:A0A0B4LG45
dme:Dmel_CG11181	up:Q9VMA3
dme:Dmel_CG11181	up:X2J9P9
dme:Dmel_CG11182	up:Q9W1H7
dme:Dmel_CG11183	up:Q9W1H5
dme:Dmel_CG11184	up:Q9W1H3
dme:Dmel_CG11186	up:L0MPR7
dme:Dmel_CG11188	up:Q9VM95
dme:Dmel_CG1119	up:P35600
dme:Dmel_CG11190	up:Q9W3G0
dme:Dmel_CG11191	up:Q7JVQ2
dme:Dmel_CG11192	up:A1ZBU1
dme:Dmel_CG11194	up:Q7KM13
dme:Dmel_CG11196	up:A0A0B4LEV4
dme:Dmel_CG11198	up:Q7JV23
dme:Dmel_CG11199	up:M9PC73
dme:Dmel_CG1120	up:Q9VZM7
dme:Dmel_CG11200	up:Q7K0F7
dme:Dmel_CG11201	up:Q9VM92
dme:Dmel_CG11202	up:Q9W3F4
dme:Dmel_CG11205	up:Q7JY97
dme:Dmel_CG11206	up:A8DYM0
dme:Dmel_CG11207	up:Q9VZ62
dme:Dmel_CG11208	up:Q7K3B7
dme:Dmel_CG11209	up:Q86LH3
dme:Dmel_CG1121	up:Q9VIB3
dme:Dmel_CG11210	up:Q6NP91
dme:Dmel_CG11211	up:Q7JWF7
dme:Dmel_CG11212	up:Q86P36
dme:Dmel_CG11213	up:P07183
dme:Dmel_CG11217	up:Q24214
dme:Dmel_CG11217	up:A0A0B4K833
dme:Dmel_CG11218	up:Q8SY61
dme:Dmel_CG11218	up:A0A0B4LGZ8
dme:Dmel_CG11219	up:Q9W3E2
dme:Dmel_CG11221	up:Q9VM90
dme:Dmel_CG11226	up:Q8T452
dme:Dmel_CG11227	up:Q9VRC8
dme:Dmel_CG11228	up:Q8T0S6
dme:Dmel_CG11228	up:A0A0B4KFW0
dme:Dmel_CG11236	up:M9NDG8
dme:Dmel_CG11237	up:A1ZBM3
dme:Dmel_CG11238	up:Q9VNR6
dme:Dmel_CG1124	up:Q9VN73
dme:Dmel_CG11241	up:A8E6R2
dme:Dmel_CG11242	up:A1ZBM2
dme:Dmel_CG11246	up:Q9VNZ3
dme:Dmel_CG11247	up:Q9VNZ4
dme:Dmel_CG11248	up:Q9VNZ7
dme:Dmel_CG11249	up:Q9VNZ9
dme:Dmel_CG11251	up:Q9VU50
dme:Dmel_CG11253	up:Q9VU41
dme:Dmel_CG11254	up:Q9VNS0
dme:Dmel_CG11254	up:A0A0S0WNT6
dme:Dmel_CG11255	up:Q9VU39
dme:Dmel_CG11257	up:A1ZBK6
dme:Dmel_CG11258	up:Q9VU36
dme:Dmel_CG11259	up:Q9VU34
dme:Dmel_CG1126	up:Q9I7P3
dme:Dmel_CG11261	up:Q9VU33
dme:Dmel_CG11262	up:Q9VU30
dme:Dmel_CG11263	up:Q9VU31
dme:Dmel_CG11265	up:Q7KVS9
dme:Dmel_CG11266	up:X2JDG0
dme:Dmel_CG11267	up:Q9VU35
dme:Dmel_CG11268	up:Q9VU37
dme:Dmel_CG11269	up:Q9W286
dme:Dmel_CG11271	up:P80455
dme:Dmel_CG11274	up:Q9VU43
dme:Dmel_CG11275	up:Q9W279
dme:Dmel_CG11276	up:P41042
dme:Dmel_CG11276	up:X2JGM9
dme:Dmel_CG11278	up:Q9VU45
dme:Dmel_CG11279	up:Q9VU46
dme:Dmel_CG1128	up:Q9VIB0
dme:Dmel_CG11280	up:M9PFH7
dme:Dmel_CG11281	up:Q9VU52
dme:Dmel_CG11282	up:Q0E8F0
dme:Dmel_CG11284	up:Q9W3C8
dme:Dmel_CG11286	up:A0A0B4K605
dme:Dmel_CG11289	up:Q9VM44
dme:Dmel_CG1129	up:Q7JZB4
dme:Dmel_CG1129	up:E2QCZ9
dme:Dmel_CG11290	up:Q9W1A9
dme:Dmel_CG11291	up:Q9W272
dme:Dmel_CG11294	up:Q9W3C6
dme:Dmel_CG11295	up:Q24371
dme:Dmel_CG11298	up:Q9W262
dme:Dmel_CG11299	up:Q9W1K5
dme:Dmel_CG1130	up:Q9VZK2
dme:Dmel_CG11300	up:Q9W1K1
dme:Dmel_CG11301	up:Q9W256
dme:Dmel_CG11303	up:Q2MGN3
dme:Dmel_CG11305	up:Q9VAQ1
dme:Dmel_CG11306	up:Q9VP06
dme:Dmel_CG11307	up:B5RJJ4
dme:Dmel_CG11308	up:Q9VP40
dme:Dmel_CG11309	up:Q9VP52
dme:Dmel_CG1131	up:A0A0B4K6L1
dme:Dmel_CG11310	up:Q9VP56
dme:Dmel_CG11312	up:Q9W2R4
dme:Dmel_CG11313	up:A0A0B4KI65
dme:Dmel_CG11314	up:Q9VA42
dme:Dmel_CG11315	up:Q9VA41
dme:Dmel_CG11317	up:A0A0B4KI67
dme:Dmel_CG11318	up:Q8SZ78
dme:Dmel_CG11319	up:X2J9P4
dme:Dmel_CG1132	up:Q02360
dme:Dmel_CG1132	up:D3PFH7
dme:Dmel_CG11320	up:Q4V3F0
dme:Dmel_CG11321	up:Q8IPJ3
dme:Dmel_CG11322	up:Q9VM89
dme:Dmel_CG11323	up:Q9VM91
dme:Dmel_CG11324	up:Q0E8S7
dme:Dmel_CG11325	up:Q9VM96
dme:Dmel_CG11326	up:Q9VM97
dme:Dmel_CG11327	up:Q9VM98
dme:Dmel_CG11328	up:A8DYW5
dme:Dmel_CG11329	up:Q9VMA0
dme:Dmel_CG11329	up:M9PCC6
dme:Dmel_CG1133	up:P39768
dme:Dmel_CG11330	up:Q960N3
dme:Dmel_CG11330	up:M9PCR0
dme:Dmel_CG11331	up:Q9V3N1
dme:Dmel_CG11333	up:Q9V9X3
dme:Dmel_CG11334	up:Q9V9X4
dme:Dmel_CG11334	up:A0A0B4KI38
dme:Dmel_CG11335	up:Q9V9X5
dme:Dmel_CG11337	up:Q9V9X7
dme:Dmel_CG1134	up:Q9VZJ9
dme:Dmel_CG11340	up:Q9V9Y4
dme:Dmel_CG11342	up:Q9VZD2
dme:Dmel_CG11342	up:N0D4J1
dme:Dmel_CG11345	up:Q9VZC0
dme:Dmel_CG11347	up:Q9VZC7
dme:Dmel_CG11348	up:P04755
dme:Dmel_CG11348	up:E8NHB5
dme:Dmel_CG11349	up:Q9VZB5
dme:Dmel_CG1135	up:Q9VZJ3
dme:Dmel_CG11350	up:Q9VZB3
dme:Dmel_CG11352	up:Q7KAH0
dme:Dmel_CG11353	up:Q9VZA7
dme:Dmel_CG11354	up:M9PJE4
dme:Dmel_CG11356	up:Q9VYP6
dme:Dmel_CG11357	up:Q9VZA6
dme:Dmel_CG1136	up:Q9VZJ2
dme:Dmel_CG11360	up:Q9V4F3
dme:Dmel_CG11362	up:Q9W242
dme:Dmel_CG11367	up:Q9VNR8
dme:Dmel_CG11368	up:Q9W3Q8
dme:Dmel_CG11369	up:Q9I7W4
dme:Dmel_CG1137	up:Q9VI32
dme:Dmel_CG11370	up:M9PG09
dme:Dmel_CG11371	up:Q9V474
dme:Dmel_CG11372	up:E1JHQ0
dme:Dmel_CG11373	up:Q9VNK1
dme:Dmel_CG11374	up:Q9VPI7
dme:Dmel_CG11375	up:Q9VC36
dme:Dmel_CG11376	up:Q9VPI9
dme:Dmel_CG11377	up:M9PDP6
dme:Dmel_CG11378	up:Q9V3I0
dme:Dmel_CG11379	up:Q9V3A3
dme:Dmel_CG1138	up:Q9VI34
dme:Dmel_CG11380	up:Q9W5A9
dme:Dmel_CG11381	up:Q9W5A7
dme:Dmel_CG11382	up:Q9V3C6
dme:Dmel_CG11384	up:Q9V3E4
dme:Dmel_CG11387	up:P10180
dme:Dmel_CG11388	up:Q9W1D1
dme:Dmel_CG1139	up:Q9W056
dme:Dmel_CG11390	up:Q9W1C9
dme:Dmel_CG11390	up:D5A7M1
dme:Dmel_CG11391	up:Q9VDU2
dme:Dmel_CG11395	up:Q7K533
dme:Dmel_CG11396	up:Q9VPB6
dme:Dmel_CG11397	up:Q9V3A7
dme:Dmel_CG11398	up:Q9V3X8
dme:Dmel_CG11399	up:Q9VPB7
dme:Dmel_CG1140	up:Q9W058
dme:Dmel_CG11400	up:Q7JV39
dme:Dmel_CG11401	up:Q9VNT5
dme:Dmel_CG11403	up:Q9XZS9
dme:Dmel_CG11404	up:M9PG85
dme:Dmel_CG11405	up:Q9XZS8
dme:Dmel_CG11406	up:Q59E63
dme:Dmel_CG11407	up:Q9VDU1
dme:Dmel_CG11409	up:O46099
dme:Dmel_CG11411	up:O76904
dme:Dmel_CG11412	up:Q95RC0
dme:Dmel_CG11413	up:Q9W152
dme:Dmel_CG11414	up:Q9W149
dme:Dmel_CG11415	up:O46101
dme:Dmel_CG11416	up:Q9W148
dme:Dmel_CG11417	up:O46307
dme:Dmel_CG11418	up:O46102
dme:Dmel_CG11419	up:Q9V831
dme:Dmel_CG1142	up:Q8STI6
dme:Dmel_CG11420	up:O46308
dme:Dmel_CG11421	up:P54193
dme:Dmel_CG11421	up:A0A0B4LGQ6
dme:Dmel_CG11422	up:Q23970
dme:Dmel_CG11423	up:A1ZAW7
dme:Dmel_CG11425	up:Q9VNT8
dme:Dmel_CG11426	up:Q9VNT9
dme:Dmel_CG11427	up:Q9W4K1
dme:Dmel_CG1143	up:Q9VZZ1
dme:Dmel_CG11430	up:Q9U6B8
dme:Dmel_CG11430	up:E2QCH2
dme:Dmel_CG11436	up:Q9W4J6
dme:Dmel_CG11437	up:Q9VNU0
dme:Dmel_CG11438	up:Q9VNU1
dme:Dmel_CG11440	up:Q9VNU2
dme:Dmel_CG11444	up:Q9W4J4
dme:Dmel_CG11447	up:Q9VDT6
dme:Dmel_CG11448	up:O76878
dme:Dmel_CG11449	up:Q9VNU3
dme:Dmel_CG11450	up:Q9VPI8
dme:Dmel_CG11451	up:M9PIC9
dme:Dmel_CG11453	up:Q9VDU0
dme:Dmel_CG11454	up:Q9VPK4
dme:Dmel_CG11455	up:Q7K1C0
dme:Dmel_CG11456	up:Q6NL58
dme:Dmel_CG11458	up:Q9VP98
dme:Dmel_CG11459	up:Q9VNK6
dme:Dmel_CG1146	up:Q9W009
dme:Dmel_CG11466	up:Q9VG82
dme:Dmel_CG1147	up:Q9VNM1
dme:Dmel_CG11470	up:Q9VAK2
dme:Dmel_CG11471	up:Q8MSW0
dme:Dmel_CG11474	up:Q9W299
dme:Dmel_CG11475	up:Q9W2A0
dme:Dmel_CG1148	up:Q9VNM3
dme:Dmel_CG11482	up:A0A0B4KEM3
dme:Dmel_CG11486	up:Q95RR8
dme:Dmel_CG11488	up:Q9VPL3
dme:Dmel_CG11489	up:Q9VNV0
dme:Dmel_CG1149	up:Q9VIA4
dme:Dmel_CG11490	up:Q9VPL5
dme:Dmel_CG11491	up:Q24206
dme:Dmel_CG11491	up:Q9W572
dme:Dmel_CG11495	up:Q9VZU2
dme:Dmel_CG11495	up:H0RNG9
dme:Dmel_CG11498	up:A0A1Z1CH18
dme:Dmel_CG1150	up:Q9VNM4
dme:Dmel_CG11500	up:Q9VAL0
dme:Dmel_CG11501	up:Q9VAK8
dme:Dmel_CG11501	up:A0A1B2AJC0
dme:Dmel_CG11502	up:P16375
dme:Dmel_CG11504	up:Q7K4R2
dme:Dmel_CG11505	up:Q9I7T7
dme:Dmel_CG1151	up:Q9XZ15
dme:Dmel_CG11512	up:Q9VG96
dme:Dmel_CG11513	up:Q6J5K9
dme:Dmel_CG11516	up:P35832
dme:Dmel_CG11518	up:Q9V9W8
dme:Dmel_CG1152	up:P18173
dme:Dmel_CG1152	up:U3PT72
dme:Dmel_CG11522	up:Q9V9W3
dme:Dmel_CG11523	up:Q9VNV2
dme:Dmel_CG11525	up:Q95TJ9
dme:Dmel_CG11526	up:Q9VZQ9
dme:Dmel_CG11527	up:Q9VMD9
dme:Dmel_CG11527	up:X2JDD7
dme:Dmel_CG11529	up:Q9VTV2
dme:Dmel_CG1153	up:Q9VNM7
dme:Dmel_CG11533	up:Q8IMC6
dme:Dmel_CG11534	up:Q9VTT9
dme:Dmel_CG11537	up:Q6NLL3
dme:Dmel_CG11539	up:Q9V9V9
dme:Dmel_CG11539	up:A0A0B4KHX9
dme:Dmel_CG1154	up:Q9VNN2
dme:Dmel_CG11546	up:Q7JX82
dme:Dmel_CG1155	up:Q9VNN6
dme:Dmel_CG11550	up:Q9V9V4
dme:Dmel_CG11551	up:Q7KUL4
dme:Dmel_CG11552	up:Q9VUJ4
dme:Dmel_CG11555	up:Q8SXU0
dme:Dmel_CG11556	up:Q6AWM2
dme:Dmel_CG11560	up:A0A0S0WNE9
dme:Dmel_CG11561	up:P91682
dme:Dmel_CG11562	up:Q9VPN3
dme:Dmel_CG11563	up:Q9V9U9
dme:Dmel_CG11566	up:Q7JUQ5
dme:Dmel_CG11567	up:Q27597
dme:Dmel_CG11567	up:M9PCQ1
dme:Dmel_CG1157	up:Q9VNN7
dme:Dmel_CG11575	up:Q9V9T2
dme:Dmel_CG11576	up:Q9V9S9
dme:Dmel_CG11577	up:Q9VVW7
dme:Dmel_CG11579	up:P18824
dme:Dmel_CG11579	up:M9PGG4
dme:Dmel_CG1158	up:Q9VNA0
dme:Dmel_CG11581	up:Q9VY61
dme:Dmel_CG11582	up:Q9VZE5
dme:Dmel_CG11583	up:Q9VZE6
dme:Dmel_CG11584	up:Q8IR58
dme:Dmel_CG11585	up:Q9VY58
dme:Dmel_CG11586	up:Q9VZF0
dme:Dmel_CG11588	up:Q9VTQ5
dme:Dmel_CG11589	up:Q9VZG7
dme:Dmel_CG11590	up:Q9VY55
dme:Dmel_CG11591	up:Q9VZJ1
dme:Dmel_CG11592	up:Q9VPN2
dme:Dmel_CG11593	up:Q9VZJ4
dme:Dmel_CG11594	up:Q9VZJ8
